house_id,device_id,gas_meter_id,lat,long,hours_of_sunlight_per_year,sq_ft_available_for_solar_panels
0af93d6f,31048757,35583984.0,42.18072905,-72.6448388,1291,1409
bf929bc1,31048743,56365628.0,42.1807677,-72.6444822,1426,916
3bdf226c,31048740,46300957.0,42.18107349,-72.64391144,1333,1445
674e96a4,31042965,40488725.0,42.180844,-72.64374602,1445,1533
8b7e14ba,31048942,54363154.0,42.18107305,-72.64487998,1460,1533
dc62397d,31802039,54459933.0,42.18065955,-72.64549467,929,0
3741fa7c,31802040,46301923.0,42.1810001,-72.64554897,1331,1515
e3a8918f,31802013,54458110.0,42.18104337,-72.64421472,1333,1445
039d2fbe,31042964,56356265.0,42.18080275,-72.64413725,1459,1198
010b8a18,31806270,40474527.0,42.22389105,-72.6219183,1485,1022
5192510a,51907478,46302020.0,42.22402375,-72.62338555,1342,810
41ce41a3,57553337,54356345.0,42.22435382,-72.62192112,1378,934
3d6ccd62,83769474,49755859.0,42.2241272,-72.62168977,1315,1850
8528823d,56974325,90975002.0,42.223797,-72.62167935,1292,0
6982001a,57553359,49768412.0,42.22363315,-72.62330632,1445,1374
30a4647d,57553358,,42.22411306,-72.6229452,1062,0
bc020790,30129399,49768089.0,42.18977933,-72.63195192,1458,1251
cd7271d1,31802194,90972003.0,42.18977567,-72.63191154,1458,1251
45e08cbe,20378412,,42.1920966,-72.64696847,962,0
f8eb7cca,20378411,90971911.0,42.191761,-72.64677155,1434,899
729e0887,31807813,54458063.0,42.19139025,-72.64718642,1156,0
888b2c47,31807798,33418821.0,42.191779,-72.647188,1322,934
e69f44c4,31807810,33465965.0,42.1916593,-72.64757938,1375,1744
ef0e6217,20376758,40487895.0,42.1920509,-72.64768092,1483,1621
6ea95452,20376746,33418913.0,42.191966,-72.647488,1489,1515
ee26f741,20378314,54460363.0,42.19211275,-72.64669099,1289,1286
44c870a0,30129385,,42.183481,-72.644655,1487,1427
88025081,83769814,56361516.0,42.2005908,-72.63162981,1474,1533
47209cb0,20377648,49747238.0,42.2081613,-72.6126747,1247,0
be8dd293,31800871,,42.2081613,-72.6126747,0,0
8e8fe226,55968271,46363488.0,42.20789955,-72.61267515,1317,2555
9329257d,31801581,,42.2081613,-72.6126747,0,0
860df02d,30797288,35609360.0,42.2076416,-72.61369426,1415,1039
d0f335cf,31802174,90953543.0,42.2081613,-72.6126747,0,0
7671c329,31803205,92337538.0,42.2070144,-72.61479585,1408,1145
afbe7e88,83770210,,42.207283,-72.613978,1393,0
1be5c4ec,56764326,,42.2070897,-72.61451729,1360,2273
557d5a70,83770137,,42.21642905,-72.66615846,1297,1956
2102a0d7,31043111,,42.2171393,-72.66615455,1172,0
06d0319f,83769724,35608172.0,42.2161507,-72.66678991,986,0
2bfdabfe,57531807,97064172.0,42.21711585,-72.66541447,1327,969
4a8aba8d,31802582,54458106.0,42.198776,-72.6330848,1354,1198
03f05f77,31801045,40488556.0,42.1991281,-72.6333519,1492,1163
f289f90e,83770259,90972240.0,42.20483855,-72.61204533,1161,0
fb12ad74,83779376,41115609.0,42.2046436,-72.61166638,1423,3383
c25f8966,83779379,,42.21349185,-72.62067626,1495,1744
63106884,11209459,56356654.0,42.17237205,-72.63202351,1334,2925
6eb6032a,83779321,93335692.0,42.1747148,-72.63987874,1394,12350
30220839,79299297,46335342.0,42.2309489,-72.63447656,1392,4264
f2e751f8,57529702,46301563.0,42.22127642,-72.62075717,1413,1004
64c92919,20376792,46301702.0,42.21311367,-72.62450917,1346,476
785dc4f1,31042224,54458001.0,42.2178561,-72.6206461,1470,722
44b8b093,52061782,54460074.0,42.21755901,-72.62050732,1436,652
530df966,30129340,49769308.0,42.2181846,-72.62140344,1392,934
817825cc,31804774,46266847.0,42.201269,-72.623392,1467,1427
729b46af,31802093,54356377.0,42.20186925,-72.62308647,1209,0
9a8f470f,31803149,,42.201395,-72.623107,1495,987
483a687f,57059280,,42.21037735,-72.61490219,1418,846
e78ce97c,31805868,54363520.0,42.2278448,-72.63020016,1298,1850
e78ce97c,31801075,,42.2278448,-72.63020016,0,0
92763ab9,31801160,49767700.0,42.2036559,-72.62711356,1123,0
3cefa902,31801157,,42.20374265,-72.62763585,1095,0
5c22d1a7,31801156,,42.20325125,-72.6275935,0,0
70bd92c6,83770096,90974893.0,42.26021909,-72.61105504,1205,0
7fea6b35,83779398,92337781.0,42.1770803,-72.64216047,1372,7171
ff7bf802,20378252,49747333.0,42.18803044,-72.6447404,1039,0
b453efae,20380287,,42.18721225,-72.64409006,1443,1374
6c7a0810,20379715,,42.18791719,-72.64456112,1441,1057
27475cf9,20380326,33466459.0,42.18737707,-72.64417404,1463,1110
6db6a200,20381101,90974931.0,42.18708035,-72.64445649,1215,1128
9e29ce83,20380327,54354651.0,42.18757435,-72.64547677,1244,1480
9d76f327,20380300,46300610.0,42.1870642,-72.64482779,1196,1515
976f8225,31804222,,42.1874774,-72.64419443,1463,1110
547e1d14,31051848,,42.18805587,-72.64468384,1039,0
df0bd343,31772795,40474071.0,42.2001885,-72.61294547,1429,934
42180fd1,30525936,97048973.0,42.20877665,-72.68601625,1201,1180
63d0ccc7,30727053,97063756.0,42.20813595,-72.68828242,1312,2026
a1dc0c6a,30525938,97049121.0,42.20883145,-72.6865745,1343,2008
c2ea4bbe,30525930,49756019.0,42.2082336,-72.68717358,1282,1321
67a81a1f,30525958,40474325.0,42.20831675,-72.6858659,1346,1744
31c64bf1,30727040,97063687.0,42.2080876,-72.68863915,1165,0
74a9ffc1,30525900,97049110.0,42.2082647,-72.6868054,1367,1075
ba9718a1,30727039,97064054.0,42.20817725,-72.68791083,1328,2008
3ab2d069,30727045,97048929.0,42.20819245,-72.68753504,1259,1815
1d4d2806,56042071,90972268.0,42.20859655,-72.61533062,1399,1216
b742a9ac,30525881,35569790.0,42.18691925,-72.68624009,1038,0
e469b6ae,30525888,49747020.0,42.18730133,-72.68642447,1161,0
e94c838b,30525883,90972298.0,42.1871304,-72.6861982,1038,0
383a789b,31805834,33418950.0,42.22293465,-72.63806681,1213,1973
e7638bee,29619026,,42.2065584,-72.61477256,1419,1427
7546f327,31800845,49747399.0,42.22196155,-72.63316345,1338,846
eada1ba4,31801392,90974791.0,42.22235918,-72.6345782,1270,2114
0a32796b,52062248,46263595.0,42.2219791,-72.63237185,1122,0
a657f335,31800843,92337602.0,42.22197075,-72.63270853,1103,0
2c6628c8,45739301,46301998.0,42.2218542,-72.63350793,1250,2414
8f242d57,31801394,90953544.0,42.2218821,-72.63391595,1169,0
5e2a448e,83769722,,42.2129149,-72.67377421,1265,916
8160d3ce,31042187,,42.19624863,-72.6195601,1446,1022
8c8fcd20,31802028,92337878.0,42.19624598,-72.61956806,1446,1022
fa23f970,11672071,,42.2001893,-72.61229379,0,0
8ab1b0b8,30340887,33419319.0,42.216794,-72.619329,1498,828
65a48b8a,18195878,,42.20973865,-72.67527645,1144,0
9b8ffb21,83769577,,42.2101171,-72.6756931,0,0
b898828b,31034092,,42.2094801,-72.67457478,1213,0
afbbafc6,31034100,,42.20894795,-72.6750449,1212,1057
a428922b,52300809,46301978.0,42.20777655,-72.67871169,1499,2238
d6b885a7,52300802,,42.20885057,-72.67929541,0,0
4bcadaf2,29340705,49768666.0,42.18385985,-72.64993302,1467,1357
f9c87afc,29340726,33418196.0,42.18412585,-72.6506975,1282,1374
fea29ffd,29618963,,42.1848056,-72.65043586,1414,1832
810e7364,52061990,56357030.0,42.18381551,-72.65005635,1467,1357
909a5d8c,29618987,,42.18430005,-72.65022929,1317,1092
5b4eaab6,29619041,,42.1845357,-72.65039185,1281,1286
7bbe6d1d,29340704,90971942.0,42.18393135,-72.65052924,1382,951
1185ff36,29340703,33466451.0,42.1836904,-72.65038536,1373,1639
47a216cd,31772796,,42.20942678,-72.60640571,1384,1180
7f23cfa5,83771749,,42.2041123,-72.61908379,1435,3383
c2eda759,20376892,54356263.0,42.22125462,-72.62771374,1348,0
fbfafb80,20379630,49755963.0,42.22132,-72.62693206,1070,0
2ea916ac,20378388,90974891.0,42.22094945,-72.62899978,1333,2273
26cd4a4b,30129396,,42.21160355,-72.68725629,1241,1163
79c6c9c7,30524656,34356488.0,42.2110035,-72.68730851,1448,1392
63956d91,56976435,90972184.0,42.2116974,-72.68751371,1436,899
2169f779,52300794,,42.211409,-72.68807101,1352,1075
a30c0fcf,31807788,49747444.0,42.190447,-72.64481588,1430,1374
9adb8c2d,31807801,49767765.0,42.1904906,-72.64415365,1023,0
1273c870,31807787,54458030.0,42.1905237,-72.64444099,1412,1515
9f1d31be,31807799,40484127.0,42.190134,-72.64373475,1397,1321
2d1c5806,31044972,35568297.0,42.19010535,-72.6448382,1323,758
8df31c81,31807790,35568791.0,42.19012615,-72.64446109,1238,0
aff4a00e,31807789,40487738.0,42.19023608,-72.64409939,1104,0
6ed48939,31802673,90953563.0,42.2243034,-72.62988677,1383,2537
fd148fe2,31802672,49747447.0,42.2239338,-72.62977125,1499,1991
b9f146f1,31803140,46300148.0,42.22399495,-72.6293486,1492,1727
2e18442f,31803100,35562543.0,42.2248939,-72.62973395,1365,1163
d91105db,31804723,54354586.0,42.22426185,-72.62931989,1224,1727
9bf15223,20381112,94746255.0,42.18822931,-72.64464577,1039,0
6c7cf20b,31806287,40468340.0,42.18853392,-72.64463858,1300,1304
14a8886b,57533251,97049132.0,42.18830335,-72.64490908,1346,1039
baa1ad24,31806001,92337544.0,42.1883424,-72.64430442,1033,0
20e50f69,20377747,,42.18907648,-72.6441501,1418,1480
924c6f7b,57553324,35569216.0,42.2313115,-72.63298594,1255,0
1ebf915e,20380355,,42.23172805,-72.63379648,1287,1445
e0d93fad,57531689,54460056.0,42.2307377,-72.63265137,1341,1163
db73b0c8,31805796,46301387.0,42.23251515,-72.63320318,1379,2061
98a3b7aa,57531688,90974812.0,42.23209359,-72.63366651,1318,1586
c645a428,57553330,49755907.0,42.23197015,-72.63384914,1318,1586
e4119aec,57553326,46263656.0,42.2310509,-72.63285483,1241,1321
d5f0760f,20380344,46302280.0,42.23157285,-72.63311399,1138,0
74627a0c,31801280,56355585.0,42.2304206,-72.63309183,1259,1357
0c3066e5,31800852,,42.23180075,-72.633193,1362,846
3597be56,31804759,46263932.0,42.2322809,-72.6338478,1363,1903
3d4db9ed,30727044,34356181.0,42.23113245,-72.63360513,1333,1269
5660a981,20376605,54356421.0,42.23145755,-72.63373326,1230,1621
ae8cdd05,31806479,90972243.0,42.21748144,-72.62839853,1471,1233
b3793b26,52300883,49761155.0,42.21849735,-72.62529422,1155,0
135f888e,31802760,49768146.0,42.2185565,-72.62481526,1283,1639
57bd72de,83769509,90974817.0,42.2126561,-72.67592103,1425,1903
477398c3,83769546,97064067.0,42.2127003,-72.67755151,1419,2519
87769f97,83769532,46335003.0,42.2123619,-72.67655318,1397,1973
1fac9bd0,83769533,90953457.0,42.21291945,-72.67713187,1462,2590
e9b59923,83769530,97048775.0,42.2125294,-72.67627544,1443,1727
5b85dc6c,83769531,97064093.0,42.21317625,-72.67673118,1452,2061
2d095414,83770075,,42.220537,-72.657675,1427,916
897a9a69,20377076,46301167.0,42.20079948,-72.62485136,1444,1550
3461a56f,20377568,49768082.0,42.201645,-72.6256083,1163,0
17dcf417,31044943,54458036.0,42.2003874,-72.62574425,1425,581
afd60fe6,31744870,54355482.0,42.20095207,-72.62411779,1436,1779
078dd246,20377578,40474406.0,42.20195535,-72.62557354,1225,934
01c63c15,31744868,54356376.0,42.2007586,-72.62499636,1444,1550
f5448b59,20377702,40488424.0,42.2010225,-72.6239565,1436,1779
ad865617,31806222,35569432.0,42.2020911,-72.62556351,1254,934
d289efd7,31048992,,42.20150095,-72.6256297,1201,0
dc2bc6e1,20376955,49768487.0,42.20253087,-72.62539167,1196,0
970a185e,20868494,92351453.0,42.20073385,-72.61739073,1441,1092
6dc33fc5,20393918,35609350.0,42.2008442,-72.61761187,1419,1004
40055ecd,83771795,92337831.0,42.20040105,-72.61796835,1454,7364
f3576c0a,20394486,92337732.0,42.20079245,-72.61749339,1428,1057
6bb5537b,83779442,90008632.0,42.17368795,-72.63903912,1380,13989
88d8c566,31805097,54459856.0,42.206124,-72.615454,1393,2008
4043456a,31800836,35591027.0,42.20642925,-72.61610963,1360,423
6605b8f3,31802815,46335321.0,42.20605144,-72.61552584,1384,810
8e6ced73,31049005,,42.206323,-72.61595414,1414,722
1a8b657f,31801731,,42.20583376,-72.61574136,1420,1180
e96e3a46,31048930,46301571.0,42.19933702,-72.631306,1475,1709
c2d05a87,83769743,46301906.0,42.19478034,-72.62776937,1462,1779
c43f7734,29925018,40468132.0,42.21877725,-72.63684669,1315,3030
72191505,28356601,46302486.0,42.2191443,-72.63641525,1383,3295
f14411d1,20176574,40474599.0,42.21941595,-72.63687788,1350,2449
7b94635e,29925015,46261462.0,42.21842515,-72.63739235,1077,0
863aefb7,18019469,,42.21801475,-72.63719966,1160,0
71454138,11565970,92337966.0,42.2196575,-72.63715801,1317,1938
1833b22f,20176510,56356561.0,42.21954805,-72.63776327,1059,0
e1a21e13,20176578,40489046.0,42.21926935,-72.63748632,1237,1938
a7e5d19e,20176576,40488644.0,42.2190036,-72.63722058,1226,2008
472ae91b,18204376,54356267.0,42.207678,-72.630859,1383,828
d9d68efd,20376687,49746860.0,42.2054607,-72.68678488,1378,1762
f015dc5d,30128632,97049099.0,42.2055665,-72.68698855,1459,951
b730b829,56763318,35612179.0,42.2057405,-72.687627,1483,899
e39505de,30128655,97048913.0,42.20516065,-72.68747849,1406,1216
f17ada65,57553403,,42.205126,-72.68837773,1321,652
ac9e5412,30128633,97049030.0,42.20513155,-72.68708727,1463,1392
aa4ba61f,56506653,97048982.0,42.2056226,-72.68736631,1312,863
920ed93f,20380658,,42.2051643,-72.68785499,1396,1392
a3df6173,31802741,40489942.0,42.192978,-72.63343475,1177,0
fd5c8d7c,31045086,40483285.0,42.1938356,-72.63303945,1409,0
fd5c8d7c,31042202,,42.1938356,-72.63303945,0,0
1220ce01,31802724,46300069.0,42.19332332,-72.63340275,1312,1022
5b42ecf4,31803360,33466351.0,42.1932925,-72.63306059,1343,0
9a58a814,31116126,33419179.0,42.19387855,-72.63353621,1353,0
3f5b39f7,83779530,,42.20045438,-72.60051879,1395,9003
3f5b39f7,83779532,90156027.0,42.20045438,-72.60051879,0,0
3f5b39f7,83779532,92337741.0,42.20045438,-72.60051879,0,0
8a796449,30525858,46263821.0,42.20958288,-72.68983725,1449,2167
ec997042,20376700,,42.208857,-72.689717,1298,1216
3039ad51,20376686,90972189.0,42.208356,-72.689627,1249,1092
b39e1cd5,30524915,,42.2092937,-72.68947523,1407,1004
6d22fe9d,20376706,,42.2091,-72.689759,1407,1004
d78a1f2d,30524925,,42.209861,-72.68952993,1120,0
b74d9697,56506662,,42.182475,-72.62938721,1306,0
fc65f64b,31033988,,42.19846815,-72.62527956,1442,1709
b72be14d,31802549,46300699.0,42.19825124,-72.62486548,1251,1075
03d6ed75,20380275,,42.1982591,-72.62486619,1251,1075
32478662,31042149,56356333.0,42.19832975,-72.62523761,1476,1304
478f40cf,31803208,54355676.0,42.22259855,-72.63477905,1270,2114
8efc6482,31801328,54327633.0,42.22234095,-72.63415088,1418,1339
06b715eb,31801393,49755981.0,42.22218335,-72.63469531,1270,2114
a54e4b61,31809159,56356053.0,42.22332195,-72.63481475,1213,1286
e36b5671,31809158,90972109.0,42.22274175,-72.6347325,1270,2114
9fde9a74,31809150,46302087.0,42.22300065,-72.63479975,1115,0
d13360a1,31809157,40474694.0,42.22314,-72.63422395,1376,1973
dcf94dbf,31801360,46302232.0,42.22268405,-72.63405733,1362,1727
f4ccba4e,57531785,,42.21005804,-72.67915632,0,0
f4ccba4e,52298105,97064210.0,42.21005804,-72.67915632,0,0
a282db5b,52298091,33419163.0,42.20938868,-72.67910501,0,0
1da595e1,20381058,46300493.0,42.2103917,-72.61016654,1466,2837
799ed861,20376065,49761198.0,42.2103917,-72.61016654,0,0
5c9ceea4,20376024,,42.2108101,-72.61059646,1390,705
f35a09c9,57531708,49761188.0,42.2103917,-72.61016654,0,0
8cc257b2,57531710,90953473.0,42.2103917,-72.61016654,0,0
4ffca33b,31034177,90974642.0,42.21093095,-72.6103553,1451,758
991eefeb,20378954,54355647.0,42.21113135,-72.61014557,1461,987
f178f58a,56764346,49761193.0,42.2103917,-72.61016654,0,0
cb8e4ef8,28356548,90974882.0,42.2103917,-72.61016654,0,0
c5dad2d6,31031023,92337884.0,42.2108118,-72.61048806,1445,828
248de056,83779340,90009283.0,42.21071765,-72.60915505,1380,4986
3c4aeb52,31806151,,42.19472021,-72.64569914,1286,0
ccd9a8fa,83769860,92338125.0,42.173751,-72.63653385,1325,1374
2f93b899,83770060,,42.1740835,-72.63691149,1363,1374
19a5ab46,83769858,,42.17452245,-72.63720982,1244,0
5cee4176,57059690,54460270.0,42.17416745,-72.63750015,1252,1216
35e17443,55969095,40488067.0,42.17435588,-72.63789981,1252,1216
c2170c87,31803411,,42.174718,-72.63759677,1462,1603
b03b5dc6,31807829,49747141.0,42.19040545,-72.64543318,1032,0
b8ce545b,31805844,49755922.0,42.1903517,-72.6460685,1506,1180
bdb917a9,31807828,56356223.0,42.1903203,-72.64519367,1474,969
27f7af88,31807786,56356167.0,42.190108,-72.645829,1362,581
f10bd25f,31805843,54460297.0,42.1900822,-72.64513425,1301,881
ebf047d4,31805846,90972389.0,42.190272,-72.64585,1441,863
f70027ed,31805867,54459986.0,42.19015743,-72.6451483,1301,881
4fabc9ea,83779316,56754528.0,42.20021935,-72.60284911,1384,36717
4fabc9ea,83771896,,42.20021935,-72.60284911,0,0
d67e71a6,83779554,92334879.0,42.2039525,-72.6084139,1409,10025
4b73860a,83770135,,42.2148656,-72.66906949,1341,2608
64f57462,31684195,46295479.0,42.23081385,-72.63221291,1416,1498
07bfd062,20896971,46263623.0,42.2298681,-72.63274059,1311,2097
465020bb,79299287,33418629.0,42.2298885,-72.63182115,1408,3647
e36de192,31376301,54460092.0,42.229863,-72.632358,1269,1357
69c3bd06,20868428,49756366.0,42.23091132,-72.63201906,1422,1779
cab574b0,83771702,90971755.0,42.2292884,-72.63200311,1347,4052
b1135ed0,31773065,40475236.0,42.2305127,-72.63230313,1266,1445
7214e537,83770518,49747074.0,42.22983425,-72.63309963,1388,1832
5381b9b8,83779514,52196716.0,42.2072149,-72.6205319,1331,1920
f25f0dc9,57580313,51989196.0,42.19646277,-72.61841034,1370,1039
9c417314,83779559,91563705.0,42.2002811,-72.62901888,1409,11276
13b99a9f,31803074,90972217.0,42.225066,-72.62243693,1088,0
e7b39adc,31802143,49747525.0,42.225139,-72.623334,1356,1110
2077f1a5,31804936,56364654.0,42.2253415,-72.62387385,964,0
5450f2d9,31805949,33419108.0,42.22502966,-72.62177776,1280,1515
4f0b542f,31802163,56354737.0,42.22495945,-72.62389735,795,0
b3f8a72b,31802137,56355950.0,42.22497535,-72.62353246,1063,0
b2e0134d,31803075,46263516.0,42.22516854,-72.62296104,1196,2097
05e9fdcf,18002753,54354571.0,42.22145605,-72.63788772,1126,0
12baab67,18002798,35568818.0,42.2212608,-72.63826504,859,0
d98d49a3,18039293,90974914.0,42.2216178,-72.63678058,1140,0
9aad7c3d,18039274,94746282.0,42.22191555,-72.63753508,1139,0
10c8f69e,18039215,56356703.0,42.221805,-72.63711499,1241,2061
b35aa122,57553390,56356580.0,42.22184555,-72.63845175,1262,2660
d27ddceb,18002799,56356418.0,42.2219328,-72.63805849,1163,0
879e64ca,18039213,35562559.0,42.2213825,-72.63743563,884,0
1375100c,83771862,,42.2103996,-72.62830937,1369,4845
d3d98281,29618329,,42.20101795,-72.64278147,1039,0
890c7e13,31802059,46301982.0,42.21102536,-72.62320827,1375,0
51a912ea,31801056,46302186.0,42.1974084,-72.62158703,1426,1533
63de9081,30129103,35612110.0,42.18430566,-72.68503137,1206,1691
7eb9ae6e,30726990,92338186.0,42.18454614,-72.68499204,1247,2026
c0a288d4,30129412,49747351.0,42.1855769,-72.68254588,1494,1374
7d43e6f7,52300936,49747425.0,42.18506235,-72.68275417,1419,1603
cb59f4a2,30726998,97064179.0,42.18596685,-72.68356359,1373,1233
963604a3,30129093,90971642.0,42.1858992,-72.68194114,1484,1621
13e1a56a,30726995,90974780.0,42.1862023,-72.68302245,1267,1850
d02d115f,30129104,90974928.0,42.18418306,-72.68502314,1424,1269
114312ae,11566743,33466512.0,42.20239225,-72.62218451,1366,1674
0a5052fe,11566778,49756022.0,42.202179,-72.62239725,919,0
ea0d4bd7,31044988,,42.2018618,-72.62239138,1334,1251
83fce698,20379593,97063749.0,42.2188571,-72.66713662,1487,3594
7dfa8401,83770107,97064044.0,42.21935185,-72.6663317,1403,2061
7dfa8401,83770106,,42.21935185,-72.6663317,0,0
00ce75ca,83770070,97064142.0,42.21895195,-72.66499616,1396,2872
23b64bda,20379589,97063753.0,42.21931105,-72.66743339,1364,3171
67cdc7f6,20379597,46263857.0,42.21874205,-72.66631928,1380,1903
dbd11a98,20379586,49747299.0,42.2191968,-72.66570753,1446,1639
b9a25701,83771911,,42.2040169,-72.60570494,1409,45561
96683c96,83779468,,42.21079985,-72.60751853,1429,7188
5318b285,83770132,51988218.0,42.2139187,-72.6687492,1156,0
5318b285,83770130,,42.2139187,-72.6687492,0,0
89afa3b8,30129065,,42.20018913,-72.67955648,0,0
aa350a90,52298117,,42.2030758,-72.67918705,1115,0
03aad0e4,52298131,,42.20329955,-72.6792757,1253,951
fe0960aa,52298130,97049075.0,42.20279675,-72.67919339,1245,1304
aef830f6,57554330,,42.204141,-72.67945708,1359,1797
e93054c7,30146027,46193262.0,42.2043008,-72.68002584,1240,1110
8533825e,30129176,,42.2038171,-72.6794012,1345,546
c8405830,31048937,,42.20449765,-72.62826277,1264,1233
e96eed8e,31804376,49756165.0,42.20430962,-72.62853875,1130,0
5f8c66ff,31804384,90953512.0,42.20452272,-72.62857415,1005,0
f35106d2,18019503,46300406.0,42.20402711,-72.6282988,1078,0
021c7790,31032657,,42.20365555,-72.68679385,1330,335
7e6999fb,57059293,92337575.0,42.20356525,-72.68595303,1230,1462
39d50a8b,20380667,,42.20432531,-72.68575307,1439,1339
7c93b4de,57059244,,42.20453726,-72.68544332,1459,1779
5899248b,31032663,,42.20427175,-72.68551998,1210,0
2412ff59,57059324,,42.2037694,-72.68576518,1269,1198
339590a4,31803419,35568902.0,42.196751,-72.635536,1420,810
6c9052b8,20377011,49761539.0,42.1965803,-72.63565857,1260,1462
5bd6e5d4,20378911,46301579.0,42.19674777,-72.63561998,1501,934
6463bda0,31042960,92337485.0,42.19644395,-72.63624574,1309,1075
f8d2bc61,31802790,49767960.0,42.19649835,-72.63552395,1411,722
1ad45631,20896978,,42.21601821,-72.62195857,1459,1656
9f227ab8,31032645,90974865.0,42.1737961,-72.63342977,1337,705
7d991fb1,83769873,90972128.0,42.17327065,-72.63326054,1410,1216
1e2825ff,56505900,46195945.0,42.17354796,-72.63295707,1324,599
eb1e8f0f,29926183,51962597.0,42.1728675,-72.63596172,1458,264
96806a22,56764285,40488951.0,42.17249098,-72.63571326,1464,1039
d4001a6c,83769893,40488685.0,42.17224545,-72.63553966,1464,1039
64c74baa,20379051,35567459.0,42.17274199,-72.6358789,1338,1321
969e52d5,31042061,,42.19950831,-72.6349631,1310,1621
693953ba,20378869,40476608.0,42.20027702,-72.63506181,1446,1321
eff574a6,20378262,,42.20107399,-72.63500977,1306,1357
d2b2a9cd,20379773,46302023.0,42.19993547,-72.6350774,1294,969
9431013c,31801000,33418763.0,42.2011881,-72.63500894,1306,1357
55e0ecce,20380238,40488029.0,42.20078932,-72.63502724,1362,934
1cb865c8,31034012,46261657.0,42.2016613,-72.63466191,1216,1163
fe9a2a78,31801401,54460486.0,42.20017885,-72.63465131,1346,1269
2f4ad011,20378301,49761522.0,42.20128182,-72.63476652,1038,0
10a76154,20380382,54355688.0,42.19972655,-72.63468095,1347,1145
8032356e,20379708,46300163.0,42.20010624,-72.63507315,1364,1092
109dcd50,31033992,46335309.0,42.20169088,-72.63502234,1366,652
f47e2e77,20378873,54356326.0,42.20039087,-72.63505425,1401,1603
8cfc10b2,20380227,56365695.0,42.20057792,-72.63481911,1301,1498
9efd2d41,20380657,,42.19977465,-72.63528628,1128,0
439ed762,31034013,40488558.0,42.20153092,-72.6347662,1216,1163
5039afdc,20380948,,42.19960095,-72.63502741,1196,0
a8e6ef1d,20378307,54458138.0,42.1999304,-72.63469203,1181,0
71281874,20378296,46301375.0,42.2007395,-72.63460693,1286,1321
0f3f79b6,11850814,,42.2083809,-72.61417288,1371,1868
9b24a57e,83779510,56365899.0,42.207438,-72.614168,1326,1022
5ab45c52,20136554,35592593.0,42.21099785,-72.60484222,1352,1462
67de8d85,31806452,90972074.0,42.19732564,-72.63656721,1436,1092
8a038d06,28356515,,42.1968014,-72.63670999,1355,863
46ae0694,28356527,54356287.0,42.1969384,-72.63673649,1281,810
2a685235,31806485,46345498.0,42.21548645,-72.62021645,1452,1321
9198476d,31805998,40472146.0,42.21559569,-72.61929079,1461,1286
98bd95d5,30129097,35587043.0,42.21532935,-72.62007555,1414,1057
be32638d,31048529,49756380.0,42.21550943,-72.61928715,1399,1216
0e3b2999,31804860,46300358.0,42.18469335,-72.64302245,1395,1216
7b52a68e,31806522,,42.1837438,-72.64361153,1418,1920
9d5cf2a1,31806503,46335316.0,42.1842934,-72.64361785,1329,1339
e3883fe6,56505942,49767924.0,42.1834289,-72.64362425,1402,1198
af763336,20381115,35569121.0,42.18377891,-72.64349453,1418,1920
ad3bc466,31806523,46300354.0,42.18414297,-72.64349084,1329,1339
030c9391,55968284,46301671.0,42.1846773,-72.6436126,1344,1674
2fad30a9,20378302,46345530.0,42.1838494,-72.64300146,1295,1092
8a019c49,20379719,,42.18377773,-72.64327318,1295,1092
38d78a83,31806504,40473971.0,42.18439305,-72.64301093,1491,1709
90f408ec,20381111,,42.18358905,-72.64302844,1463,1304
bfb27940,20378251,33418866.0,42.18414045,-72.64299257,1328,2555
91ca4e6b,31772667,92338106.0,42.2019207,-72.61637773,1398,3171
91ca4e6b,83771740,,42.2019207,-72.61637773,0,0
49727fa1,31804369,35549013.0,42.21333966,-72.61755202,1427,1216
2b900307,20379763,,42.21323325,-72.61771971,1427,1216
abcfd6d8,31805969,92351829.0,42.19293452,-72.63223224,1204,0
1d0fcfdd,18204868,54459970.0,42.19291621,-72.6320689,1204,0
7edb6c5c,31801780,56354857.0,42.19295283,-72.63239558,1420,810
6e3f427d,20379595,,42.19294673,-72.63234114,1420,810
9c4c552c,83779389,91563625.0,42.1878481,-72.63055277,1351,3400
ef9498d0,83769776,94746077.0,42.22031233,-72.63974718,1384,1039
f72b739e,83769775,97064075.0,42.22029866,-72.63973334,1384,1039
fff8475a,31005352,,42.21487815,-72.66241965,1409,1039
9a515a6b,85116756,,42.21448455,-72.66202165,1475,1656
0fdbf105,31043182,,42.2147388,-72.6629859,1400,1639
ec7e2672,31005327,,42.2150911,-72.66225359,1393,1392
b89e3c09,57059250,,42.20471095,-72.68529062,1459,1779
ae254638,57059373,35608178.0,42.2043353,-72.68596619,1439,1339
cf2297f0,57059252,,42.20438095,-72.68531176,1244,775
31212370,57059335,90971879.0,42.2040214,-72.68623035,1365,1110
86cdffa5,20380393,,42.20460735,-72.6858944,1427,1233
40854f2e,57059461,,42.20417255,-72.68539148,1210,0
e6ca01fe,31032664,49747343.0,42.2039532,-72.68555458,1283,881
690f8721,85117231,54458009.0,42.20333514,-72.61041167,1386,458
d563e1b8,20394659,54460473.0,42.20320528,-72.61053621,1376,458
a29bc92f,31773035,56356925.0,42.20327742,-72.61046702,1372,511
b7815a78,84260228,46263986.0,42.20304655,-72.61068842,1336,440
acf4141c,83770316,56356998.0,42.20301769,-72.6107161,1334,335
