house_id,device_id,gas_meter_id,lat,long,hours_of_sunlight_per_year,sq_ft_available_for_solar_panels
db518a23,57533236,46196307.0,42.22600505,-72.62167748,1261,740
749ecc39,57533235,49755980.0,42.22647775,-72.62184287,1322,1163
ea187d2b,56999894,97049048.0,42.1925545,-72.68788683,1441,2872
4990f4f9,20377597,97063750.0,42.19254675,-72.68719693,1277,1515
0747fdf4,21415731,,42.19923325,-72.61454914,1386,2238
3c28fc84,31045053,,42.19923325,-72.61454914,0,0
1c188c7c,56974338,,42.19923325,-72.61454914,0,0
3ae818ff,31801509,,42.19923325,-72.61454914,0,0
c497de71,56974357,,42.19923325,-72.61454914,0,0
d15f2d78,56974393,54354559.0,42.19923325,-72.61454914,0,0
9a23c18e,31045052,,42.19923325,-72.61454914,0,0
86b2968c,20176465,,42.19923325,-72.61454914,0,0
e3914a50,31804251,,42.19923325,-72.61454914,0,0
4990cd1b,31802498,,42.19923325,-72.61454914,0,0
4f81bbf2,31051342,,42.19923325,-72.61454914,0,0
df6af8a0,31005338,,42.19923325,-72.61454914,0,0
8b7cb6f2,21415728,,42.19923325,-72.61454914,0,0
757203fc,21415732,,42.19923325,-72.61454914,0,0
0e3364db,52061750,,42.19923325,-72.61454914,0,0
e2613be5,20376876,,42.19923325,-72.61454914,0,0
6db69fd8,83769753,,42.19923325,-72.61454914,0,0
8dc7800e,83769500,,42.19078355,-72.61528037,1392,352
de1df737,83779320,92334823.0,42.17591852,-72.64047226,0,0
b0c60a13,20897839,90114154.0,42.17599126,-72.64046913,0,0
f18d4e02,20135020,90959378.0,42.17596701,-72.64047018,0,0
375fc550,26878930,,42.17584578,-72.6404754,0,0
e5fa2994,29995186,90972067.0,42.17594277,-72.64047122,0,0
a083819e,31034076,46294838.0,42.21281615,-72.6241931,1462,810
b45a1476,31806382,54460143.0,42.21302125,-72.62377654,1469,1409
895b4a7f,31806381,46345442.0,42.21302125,-72.62377654,0,0
aeb8fbf2,31034075,40484039.0,42.2129246,-72.62421481,1458,1075
fd6229d6,31034077,35567450.0,42.2129246,-72.62421481,0,0
33edd6b8,31802172,46263683.0,42.21292127,-72.62387683,1481,969
ecbe51ed,31034074,46300232.0,42.21304095,-72.62415762,1508,440
4d7ad470,18204434,,42.21749935,-72.63959581,0,0
de07ac4d,18204432,,42.21749935,-72.63959581,0,0
05ad7ce9,18203727,,42.21749935,-72.63959581,0,0
a087219f,18204309,,42.21749935,-72.63959581,0,0
7f53ce25,18203842,,42.21749935,-72.63959581,0,0
413957bf,18204461,,42.21749935,-72.63959581,0,0
5ee91b1c,18204433,,42.21749935,-72.63959581,0,0
bb1ae030,18204450,,42.21749935,-72.63959581,0,0
a81584a3,18204439,,42.21749935,-72.63959581,0,0
38dc332c,18204438,,42.21749935,-72.63959581,0,0
47ce96e6,18198268,,42.21749935,-72.63959581,0,0
dad2f2b0,18204447,,42.21749935,-72.63959581,0,0
aa7e63fb,18205090,,42.21749935,-72.63959581,0,0
fed266c7,18195893,,42.21749935,-72.63959581,0,0
16812260,85116959,97049163.0,42.226551,-72.648154,1267,1198
9c4b3222,83769574,,42.226551,-72.648154,0,0
7195fc12,31772657,,42.22644751,-72.64826799,1267,1198
de811437,83779499,30191747.0,42.19932492,-72.61226886,1414,6942
de811437,83779499,33418906.0,42.19932492,-72.61226886,0,0
de811437,83779499,94746335.0,42.19932492,-72.61226886,0,0
d0bf8f6b,83770164,,42.2076629,-72.6670081,1487,2713
bf1cc844,83770163,,42.2076629,-72.6670081,0,0
9e7de88f,83779334,92337652.0,42.2095591,-72.60752873,1405,7206
2455bf54,83779518,33466275.0,42.21146504,-72.60883122,1495,3118
4085625b,31805073,94746393.0,42.2203945,-72.62337747,1494,2114
e0471247,31801232,92337896.0,42.2200667,-72.62390724,1200,0
f2ac0975,85116835,35563352.0,42.22050655,-72.62288566,1342,2008
ed0dc2bc,31804830,35567835.0,42.2203821,-72.6264565,1188,0
d2d88b3b,85117548,40488096.0,42.19795374,-72.60579609,1367,1445
87a82e33,84260291,40488909.0,42.19795374,-72.60579609,0,0
37256a0e,85117546,54460301.0,42.19795374,-72.60579609,0,0
af9de1d1,84260280,49768451.0,42.19795374,-72.60579609,0,0
e1bbcf72,85117547,35591013.0,42.19795374,-72.60579609,0,0
e4a44187,84260281,33418900.0,42.19795374,-72.60579609,0,0
65e4ba44,84260282,40473996.0,42.19795374,-72.60579609,0,0
1b9620d7,84260283,40488239.0,42.19795374,-72.60579609,0,0
1a28a592,85117545,46263719.0,42.19795374,-72.60579609,0,0
b542cc16,85117593,49746528.0,42.19773783,-72.60579439,1445,1868
01018eeb,85117569,49746531.0,42.19773783,-72.60579439,0,0
07425b15,85117596,49746623.0,42.19773783,-72.60579439,0,0
41ed3321,85117572,49746811.0,42.19773783,-72.60579439,0,0
16bcbae8,85117594,49746505.0,42.19773783,-72.60579439,0,0
629d3533,85117571,49746708.0,42.19773783,-72.60579439,0,0
d096c126,85117595,49746508.0,42.19773783,-72.60579439,0,0
81dafacb,85117560,49746606.0,42.19773783,-72.60579439,0,0
9d79a50a,85117570,49746533.0,42.19773783,-72.60579439,0,0
b40f9c11,85117532,56754514.0,42.19761661,-72.60598413,1445,1868
763b48a1,85117480,,42.19761661,-72.60598413,0,0
22db4072,84260268,,42.19761661,-72.60598413,0,0
6080bd95,84260270,,42.19761661,-72.60598413,0,0
4a29e64a,85117530,,42.19761661,-72.60598413,0,0
8ea1e438,84260269,,42.19761661,-72.60598413,0,0
0e5e7c51,84260271,,42.19761661,-72.60598413,0,0
b2ff6156,85117529,,42.19761661,-72.60598413,0,0
057f3a68,85117531,,42.19761661,-72.60598413,0,0
8a32d530,83770282,,42.19776813,-72.60574696,1436,2149
54daff8f,83770250,,42.19776813,-72.60574696,0,0
aa21deee,83770283,56754553.0,42.19776813,-72.60574696,0,0
3c5d9e5e,83770281,,42.19776813,-72.60574696,0,0
69f44d15,83770285,,42.19776813,-72.60574696,0,0
fbae2336,83770284,,42.19776813,-72.60574696,0,0
3ef158ab,83770279,,42.19776813,-72.60574696,0,0
1b6a5141,83770280,,42.19776813,-72.60574696,0,0
11c372ef,83770278,,42.19776813,-72.60574696,0,0
1c7b10ef,31033975,33466394.0,42.1959061,-72.62868531,0,0
fe7ab862,31801702,35568997.0,42.1954765,-72.63013233,1486,1903
1282bd33,20377681,,42.1954765,-72.63013233,0,0
6cc208d8,20377639,54363593.0,42.1954765,-72.63013233,0,0
40accdde,31801792,54363664.0,42.19585214,-72.62790799,1467,493
3928c342,31802074,92338073.0,42.19581745,-72.62927011,1461,863
41c8bf91,20379040,54460219.0,42.19593495,-72.62889593,1448,863
4772be94,31802073,54460098.0,42.19581948,-72.62829534,1302,0
f5eb3e80,31802047,56356203.0,42.19581948,-72.62829534,0,0
81570eca,83779614,,42.2099609,-72.62646463,1381,33739
81570eca,83779555,,42.2099609,-72.62646463,0,0
81570eca,83779561,,42.2099609,-72.62646463,0,0
be2cae3e,31801071,33465881.0,42.22458265,-72.62339904,1126,0
4d2b5e01,31801072,54363214.0,42.22458265,-72.62339904,0,0
1f69a3cb,83770464,,42.2075,-72.6231,0,0
52e5840c,83771648,,42.2284935,-72.6469163,0,0
8e19b7fd,31801203,40475201.0,42.20417487,-72.62970239,1437,282
4c3e9896,31048485,33465969.0,42.20342935,-72.6304659,1505,1198
86ec0b71,31801239,54457790.0,42.2038773,-72.62987968,1463,687
aeaba34f,31806403,40472282.0,42.20437869,-72.62973763,1300,0
d009fef0,31800861,46295508.0,42.20367215,-72.63048411,1390,934
00a376a3,31800927,,42.20437225,-72.63005046,1025,0
4505d591,31802006,,42.20431095,-72.62972461,1300,0
31dc6ac7,18038245,,42.20437705,-72.6298323,1300,0
eedf41f3,31802000,35567522.0,42.20422049,-72.62970816,1437,282
44d69dd5,31048741,,42.19369637,-72.62366902,1453,1251
5f2255bb,31802061,90953463.0,42.19369637,-72.62366902,0,0
6480c755,31805780,46301027.0,42.19423315,-72.62370316,1390,1110
3b97e35d,31805779,90974317.0,42.19423315,-72.62370316,0,0
dc37ebb1,18203822,,42.19388495,-72.62328595,1411,1233
def00c47,18203760,,42.19388495,-72.62328595,0,0
6c5640cd,31804742,,42.1943071,-72.62357315,1410,951
3f904e51,31804732,,42.1943071,-72.62357315,0,0
b618cf15,31804743,,42.1943071,-72.62357315,0,0
af1a2880,31802034,33466540.0,42.19348621,-72.62384978,968,0
656229fa,31800946,56354910.0,42.19327604,-72.62403054,1333,652
c4702825,31802035,56361607.0,42.19359129,-72.6237594,1409,881
9546d2ed,31802026,40488304.0,42.19359129,-72.6237594,0,0
8b7c4f63,20379091,,42.19376032,-72.62387726,0,0
0c8cee78,20379090,,42.19376032,-72.62387726,0,0
2259bc05,31801221,,42.1939958,-72.6232101,1393,1163
cc9d56ad,31801413,,42.1939958,-72.6232101,0,0
7f806cbb,31805818,,42.19338112,-72.62394016,1410,493
092b16ae,31802624,49760363.0,42.19332858,-72.62398535,1410,493
13996b45,83770525,,40.8928186,-72.3933864,1593,899
f28bf2e1,57553304,,42.26063765,-72.61454455,981,0
c1102795,57553291,,42.258816,-72.613129,0,0
7044763b,31048188,54460306.0,42.20134913,-72.63306861,1496,1586
7ac6e96f,31048187,54458000.0,42.20139226,-72.63306722,1496,1586
274a84e7,31800837,34356569.0,42.2014942,-72.631136,0,0
032e2953,20381016,46196208.0,42.2014942,-72.631136,0,0
89dfc2fa,20378272,40488527.0,42.2014942,-72.631136,0,0
dcdec1cb,20378273,40474190.0,42.2014942,-72.631136,0,0
2f539123,31034112,56356020.0,42.20106,-72.633079,0,0
576ae43b,31806059,,42.20106,-72.633079,0,0
1791a91c,20380367,46300881.0,42.20081211,-72.63120364,0,0
fb081d9f,31042073,56356801.0,42.20100216,-72.63286028,1423,1163
98afe7d7,31042074,54460402.0,42.20100216,-72.63286028,0,0
238ef95d,31042042,56357051.0,42.201055,-72.632858,1423,1163
489d3b15,20379592,46302195.0,42.201065,-72.632168,1497,1004
d78074ab,31045011,40473959.0,42.20103603,-72.63216931,1497,1004
947372e1,31806268,46302228.0,42.20134709,-72.63284655,1499,969
831f926d,31802175,49767812.0,42.2102429,-72.62567976,1350,1145
b036c693,20376584,49767804.0,42.2102429,-72.62567976,0,0
3f222b1d,18203858,,42.21039515,-72.62624795,1408,423
cc5aca8b,31801288,,42.21013103,-72.62634162,1428,1216
c3e09790,31801287,,42.21012795,-72.62643098,1428,1216
caf813a1,31042087,46301132.0,42.21014032,-72.62607353,1493,722
bb31bdb1,31034134,46301085.0,42.21014032,-72.62607353,0,0
d89973dd,31801262,56356852.0,42.21012565,-72.62652037,1355,899
67394a1f,18203734,40488704.0,42.20982149,-72.62763251,1514,1216
82f1ba5f,18203726,56354487.0,42.20984499,-72.62763401,1514,1216
600b3975,31801363,54460102.0,42.2101589,-72.62553736,1467,793
7634b017,30129403,,42.1973029,-72.62511953,1310,1533
a8dcfef8,30129400,,42.1973029,-72.62511953,0,0
e1bef879,30129415,,42.1973029,-72.62511953,0,0
8e4119f0,52300830,,42.1973029,-72.62511953,0,0
99b7034b,52303544,,42.1973029,-72.62511953,0,0
65277881,52300820,,42.1973029,-72.62511953,0,0
3bfe9e4f,30129439,,42.1973029,-72.62511953,0,0
1f6edd13,18039282,,42.1973029,-72.62511953,0,0
196afc2d,18039287,,42.1973029,-72.62511953,0,0
0878c3ea,56506642,,42.1973029,-72.62511953,0,0
fa964d86,18019497,,42.1973029,-72.62511953,0,0
cb9eef27,18039100,,42.1973029,-72.62511953,0,0
4ad644de,18038743,,42.1973029,-72.62511953,0,0
cb42afa7,18039288,,42.1973029,-72.62511953,0,0
faaf690e,18019496,,42.1973029,-72.62511953,0,0
723d0567,18039122,,42.1973029,-72.62511953,0,0
08a62180,56294840,,42.1973029,-72.62511953,0,0
3bfe9e4f,18038742,,42.1973029,-72.62511953,0,0
b0dd4e52,31801651,,42.1973029,-72.62511953,0,0
4c574329,56506643,,42.1973029,-72.62511953,0,0
7e62e84c,83779405,,42.19407072,-72.6097021,1389,14923
43b0321c,83779464,,42.19407072,-72.6097021,0,0
c17882d7,83771787,40487960.0,42.19407072,-72.6097021,0,0
bbbd4133,83779392,100494009.0,42.18636742,-72.63050155,0,0
4cf7e1aa,83770246,,42.2075,-72.6231,0,0
3ca7cb86,83770485,,42.1851093,-72.62883901,0,0
4cf7e1aa,31773078,,42.2075,-72.6231,0,0
0df6f43c,31805840,90953558.0,42.19107968,-72.62808519,1434,828
5e03a9c1,83769802,90972077.0,42.1914348,-72.6267196,1428,687
92258190,31800934,51962831.0,42.1914348,-72.6267196,0,0
a7ba63f2,11565939,,42.19083496,-72.62724853,1373,669
58361269,31802089,49747087.0,42.19083496,-72.62724853,0,0
d1b8b07c,31802020,,42.19086487,-72.62734458,1451,634
db3255fd,31802021,,42.19083496,-72.62724853,0,0
3fbdd2a2,31802024,46263581.0,42.1915827,-72.6272119,1418,899
0e2ecbc2,31806444,,42.191632,-72.627376,1437,1339
39b750bd,31802036,49747285.0,42.191632,-72.627376,0,0
c4e4a0f2,31803245,46300836.0,42.1911883,-72.62643458,1432,1304
ea6ae3ab,31800880,46301235.0,42.1911883,-72.62643458,0,0
11ef241f,20377642,90974944.0,42.1915334,-72.6270478,1394,1163
fc101a84,20379008,49747205.0,42.1910516,-72.62749946,1346,1304
ad7d212e,20379687,49747210.0,42.1910516,-72.62749946,0,0
293690da,18195572,,42.1914162,-72.6270982,0,0
2ade82c6,31804066,40474465.0,42.19126115,-72.62840321,1412,669
349a9b77,18089453,,42.1625272,-72.64021175,1515,10835
033f5761,18089466,,42.1625272,-72.64021175,0,0
e18393a7,18081698,,42.16263095,-72.64141475,1514,9021
d11ddf34,56696616,,42.16263095,-72.64141475,0,0
c915b0d0,31745177,,42.1625272,-72.64021175,0,0
9729b612,18081694,,42.16263095,-72.64141475,0,0
48fd94de,18081699,,42.1625272,-72.64021175,0,0
339d3878,18229229,,42.1625272,-72.64021175,0,0
b1e8800b,18089428,,42.16263095,-72.64141475,0,0
3d6b4e4a,18089445,,42.1625272,-72.64021175,0,0
ef5f3493,20394372,,42.1625272,-72.64021175,0,0
fa551416,31019639,,42.1625272,-72.64021175,0,0
fc48e834,18081678,,42.1625272,-72.64021175,0,0
5a78fd29,18089465,,42.16263095,-72.64141475,0,0
6ff203d0,18229230,,42.1625272,-72.64021175,0,0
c43d9801,18089467,,42.16263095,-72.64141475,0,0
b49266ac,30350288,,42.1625272,-72.64021175,0,0
e9576ab7,56748765,,42.16263095,-72.64141475,0,0
266cb8de,20394053,,42.1625272,-72.64021175,0,0
fbb7a7d5,18229246,,42.16263095,-72.64141475,0,0
b33d28a2,18229289,,42.16263095,-72.64141475,0,0
bb3ae005,18081680,,42.16263095,-72.64141475,0,0
ac924b25,18089454,,42.1625272,-72.64021175,0,0
c089c14c,18081703,,42.16263095,-72.64141475,0,0
2e8ed724,18089431,,42.16263095,-72.64141475,0,0
41e1b669,18089455,,42.1625272,-72.64021175,0,0
aec3d3aa,18229247,,42.16263095,-72.64141475,0,0
0c519806,18229245,,42.16263095,-72.64141475,0,0
f014b564,18089441,,42.16263095,-72.64141475,0,0
362dbc5a,31019641,,42.1625272,-72.64021175,0,0
99d0f61a,18089468,,42.16263095,-72.64141475,0,0
32cc4d83,18081700,,42.1625272,-72.64021175,0,0
1fdee8a2,18089458,,42.1625272,-72.64021175,0,0
46b320a8,30350129,,42.1625272,-72.64021175,0,0
a5b5c4b5,18089456,,42.1625272,-72.64021175,0,0
a2c49da2,18093581,,42.16263095,-72.64141475,0,0
1b70d701,18089464,,42.16263095,-72.64141475,0,0
c3dfceaa,18081679,,42.16263095,-72.64141475,0,0
c3712055,18089433,,42.1625272,-72.64021175,0,0
19cad27d,18081714,,42.16263095,-72.64141475,0,0
1121594d,18093588,,42.16263095,-72.64141475,0,0
3555308e,18092692,,42.1625272,-72.64021175,0,0
c5a9d6cf,18089449,,42.1625272,-72.64021175,0,0
3fa9f1f1,20394702,,42.16263095,-72.64141475,0,0
10c64dca,30350213,,42.1625272,-72.64021175,0,0
171e58cc,18081676,,42.1625272,-72.64021175,0,0
710c6222,20394038,,42.1625272,-72.64021175,0,0
c69ea1c4,18089444,,42.16263095,-72.64141475,0,0
3e98d8c3,18089469,,42.1625272,-72.64021175,0,0
e182f6dd,31019617,,42.1625272,-72.64021175,0,0
c6afe82f,18229250,,42.1625272,-72.64021175,0,0
f2730391,18089436,,42.1625272,-72.64021175,0,0
ef81111a,18081686,,42.1625272,-72.64021175,0,0
2e841415,18229288,,42.16263095,-72.64141475,0,0
67ebc81c,18050156,,42.16263095,-72.64141475,0,0
563aab2a,18229281,,42.16263095,-72.64141475,0,0
a5d4f1b7,18081681,,42.1625272,-72.64021175,0,0
69e39570,18089461,,42.1625272,-72.64021175,0,0
056d0a38,18229294,,42.16263095,-72.64141475,0,0
e8cab375,18081684,,42.16263095,-72.64141475,0,0
f8e981cb,18092693,,42.1625272,-72.64021175,0,0
f2f50eda,56696656,,42.16263095,-72.64141475,0,0
5fb5b0db,18089450,,42.16263095,-72.64141475,0,0
9f825713,18081704,,42.16263095,-72.64141475,0,0
9defc67c,18089443,,42.1625272,-72.64021175,0,0
1e29124b,83779262,,42.16263095,-72.64141475,0,0
a34f7186,18081695,,42.1625272,-72.64021175,0,0
129bead8,18081675,,42.1625272,-72.64021175,0,0
d9a1784b,18089432,,42.16263095,-72.64141475,0,0
f491ebc7,30350204,,42.1625272,-72.64021175,0,0
07b9d11a,18081697,,42.1625272,-72.64021175,0,0
d259783a,18093643,,42.16263095,-72.64141475,0,0
1e29124b,83779264,,42.16263095,-72.64141475,0,0
69d4941a,20394026,,42.1625272,-72.64021175,0,0
d3f1bee6,56693275,,42.16263095,-72.64141475,0,0
06295030,18081682,,42.1625272,-72.64021175,0,0
e44fd847,20394029,,42.1625272,-72.64021175,0,0
4a426af3,18229248,,42.1625272,-72.64021175,0,0
17605db2,20394866,,42.16263095,-72.64141475,0,0
7290ce4d,18081685,,42.1625272,-72.64021175,0,0
e44e98e0,18081696,,42.1625272,-72.64021175,0,0
03f34496,18229249,,42.1625272,-72.64021175,0,0
fa859325,18081687,,42.16263095,-72.64141475,0,0
07f10dc2,31042135,49756402.0,42.20380375,-72.6192908,1457,916
1d7568b9,31804494,90953553.0,42.20431814,-72.61856549,1477,828
0e15ed48,31804507,,42.20431814,-72.61856549,0,0
866de608,31802821,,42.20428115,-72.61884013,1436,1022
e95482f9,31803081,90972231.0,42.20428115,-72.61884013,0,0
351c3f64,31803082,92337990.0,42.20428115,-72.61884013,0,0
1b688af6,31803079,90972207.0,42.20428115,-72.61884013,0,0
7455bc10,31803080,35612725.0,42.20428115,-72.61884013,0,0
303dec9e,31804309,46264037.0,42.2043138,-72.619467,1386,2467
31ba48de,31804310,,42.2043138,-72.619467,0,0
5908c519,31804322,,42.2043138,-72.619467,0,0
2bb7e29b,31804321,,42.2043138,-72.619467,0,0
a52fa213,31800115,,42.2043138,-72.619467,0,0
0233b3f6,18203424,56355691.0,42.20469556,-72.6192631,1457,2713
4fa4d000,18203415,,42.20469556,-72.6192631,0,0
580ee67a,18203423,49755540.0,42.20469556,-72.6192631,0,0
83630be5,18204855,49755710.0,42.20469556,-72.6192631,0,0
7b71ae8a,18204452,100493220.0,42.20469556,-72.6192631,0,0
0b178451,18204850,54460263.0,42.20469556,-72.6192631,0,0
45434c95,18204476,,42.20469556,-72.6192631,0,0
0d5843e3,57059676,56356019.0,42.20469556,-72.6192631,0,0
f64f4b79,18203431,56354225.0,42.20469556,-72.6192631,0,0
8bd90697,18204854,56354609.0,42.20469556,-72.6192631,0,0
4313bc64,18038735,,42.20466915,-72.61903892,1457,2713
b9864d3b,18038734,54460501.0,42.20466915,-72.61903892,0,0
26012e2e,18038737,46301619.0,42.20466915,-72.61903892,0,0
3e3f2244,18204336,56354269.0,42.20466915,-72.61903892,0,0
603ba12b,18204338,56356366.0,42.20466915,-72.61903892,0,0
2d3c3e13,20378941,54460055.0,42.20466915,-72.61903892,0,0
339ba027,18203864,54458040.0,42.20466915,-72.61903892,0,0
5128568e,18198265,54460410.0,42.20466915,-72.61903892,0,0
26d5b7c9,5827383,54460240.0,42.20466915,-72.61903892,0,0
61ed1ec4,18203870,,42.20466915,-72.61903892,0,0
79d561a2,56288860,33466613.0,42.20466915,-72.61903892,0,0
ede1d64b,11565973,54355509.0,42.20466915,-72.61903892,0,0
52ce2863,18204340,35591495.0,42.20466915,-72.61903892,0,0
c97b2ee9,18204442,56356343.0,42.20466915,-72.61903892,0,0
94c454fa,18198273,,42.20466915,-72.61903892,0,0
058481b7,18204843,,42.20466915,-72.61903892,0,0
b5b89eee,18204441,56356154.0,42.20466915,-72.61903892,0,0
adcd3993,56042099,34356284.0,42.20108515,-72.61493226,1364,5973
a593f46d,83770302,40484418.0,42.20044165,-72.61503159,1407,1216
bce6062a,83770303,54460446.0,42.20044165,-72.61503159,0,0
8bc40cc5,83770270,54363529.0,42.20044165,-72.61503159,0,0
c67d9dc6,83770305,56356098.0,42.20044165,-72.61503159,0,0
159b50ba,83770304,56356763.0,42.20044165,-72.61503159,0,0
bc97e2ea,84260150,,42.2017772,-72.61422851,1340,1533
046a42d7,84260151,49755692.0,42.2017772,-72.61422851,0,0
0e521d97,84260251,54458034.0,42.2017772,-72.61422851,0,0
35a7be45,84260149,90974087.0,42.2017772,-72.61422851,0,0
58f326f8,84260167,49755830.0,42.2017772,-72.61422851,0,0
b1716783,84260166,56356986.0,42.2017772,-72.61422851,0,0
f0f4dbbf,84260248,49767445.0,42.2017772,-72.61422851,0,0
bb44bda1,84260148,54363651.0,42.2017772,-72.61422851,0,0
05da32e4,84260165,54362810.0,42.2017772,-72.61422851,0,0
05de7bdb,20868427,,42.20113435,-72.61445675,1429,1110
374bfc68,20868426,90953576.0,42.20113435,-72.61445675,0,0
030feffa,20868425,56356138.0,42.20113435,-72.61445675,0,0
787cbf5c,56696654,56356096.0,42.201546,-72.614133,1425,828
df89526f,20868495,54460131.0,42.201546,-72.614133,0,0
9e1fc40c,31772674,54460348.0,42.201546,-72.614133,0,0
583f5aa9,20868466,,42.201546,-72.614133,0,0
0b67b1ff,31773073,46301479.0,42.201748,-72.613933,1422,793
249cdbff,31773074,49756014.0,42.201748,-72.613933,0,0
34283f21,31773075,49756220.0,42.201748,-72.613933,0,0
b44c1a9e,57491472,,42.201748,-72.613933,0,0
0c440e61,57580270,56361529.0,42.201647,-72.614033,0,0
a731861e,57580258,54363188.0,42.201647,-72.614033,0,0
8efb5aa4,30696758,94746204.0,42.20123306,-72.61471788,1417,1163
15d04e0b,31772779,94746410.0,42.20121524,-72.61473553,1417,1163
d85c1490,84260196,40489965.0,42.20031245,-72.61506261,1434,1709
6752e882,84260199,40476606.0,42.20031245,-72.61506261,0,0
7f2ad22f,85117250,,42.20031245,-72.61506261,0,0
db5fce78,85117401,35568899.0,42.20031245,-72.61506261,0,0
f18babad,84260198,40488288.0,42.20031245,-72.61506261,0,0
d4eaf03c,85117402,40488040.0,42.20031245,-72.61506261,0,0
02dbeb82,85117403,40490275.0,42.20031245,-72.61506261,0,0
d9b6a1b1,84260197,40474884.0,42.20031245,-72.61506261,0,0
5d0c6253,85117404,40475273.0,42.20031245,-72.61506261,0,0
9b3f0d07,20868432,46335084.0,42.20136725,-72.61465285,1417,1163
916546b1,52177749,40475214.0,42.20136725,-72.61465285,0,0
69b06a6e,31804923,,42.207138,-72.63176638,1112,0
a4c755f0,31804921,54458096.0,42.2071455,-72.63181023,1112,0
7c21be16,20377536,54363172.0,42.2071605,-72.63189794,1272,0
fb4553cc,20376595,,42.207153,-72.63185408,1272,0
879fa12a,31800116,,42.20749525,-72.63238634,1485,546
5011d29e,31804945,,42.207093,-72.63150325,1279,1568
5c45a7a0,31804968,,42.2071005,-72.6315471,1279,1568
d8a7c282,18039046,56355478.0,42.20729524,-72.63170027,1504,775
b281d053,31744855,49768554.0,42.20730259,-72.63174322,1504,775
d0ffb1d6,31744854,,42.20729524,-72.63170027,0,0
50ab8e1b,31744853,54443967.0,42.20730259,-72.63174322,0,0
ee7b028a,18039265,40481817.0,42.2071755,-72.63198565,1272,0
f36205da,18039278,54459990.0,42.207183,-72.6320295,1272,0
0529963e,31809067,49769512.0,42.20745555,-72.63223002,1491,1057
7a918c78,31801272,,42.207108,-72.63159096,1112,0
40ec5f7e,56504361,49768563.0,42.20725851,-72.63148547,1452,1427
4bf5287a,31048959,,42.19264275,-72.63978538,1305,1568
dafcf482,30848594,56356589.0,42.19238305,-72.64038446,1443,1691
8d842dfc,20379643,46263511.0,42.19358805,-72.63974787,1455,1339
d86a3cf1,31048970,56356946.0,42.1932871,-72.64035747,1375,1269
eb6176cc,31805108,33418504.0,42.1928408,-72.64037156,1112,0
62d4e205,31801894,54356381.0,42.19363445,-72.64028339,1321,1832
1d1f684b,52300850,,42.19320231,-72.63967552,1452,987
6990f8ba,31048971,,42.19303578,-72.63975846,1371,1709
fb2a63e2,31048952,35569579.0,42.1923864,-72.63975662,1341,1075
d3b6768d,30978880,40488450.0,42.19260975,-72.64034975,1346,1110
c541f72d,31803154,49756319.0,42.219742,-72.63017541,1396,987
cf8490ef,52061619,40483154.0,42.2203821,-72.6264565,0,0
2490a953,52061645,49755902.0,42.21936035,-72.63019578,1093,0
94ae98cb,31806049,54472138.0,42.2193472,-72.63208065,1217,0
e948aa51,31803155,90974844.0,42.2203821,-72.6264565,0,0
4754a5ba,57529728,49761184.0,42.21939175,-72.63162332,1471,1128
6e30857d,31803150,40473983.0,42.21958795,-72.63200434,1249,1744
af7bd027,83769789,,42.21949865,-72.6298074,1179,0
377f9db5,57529719,40488027.0,42.2203821,-72.6264565,0,0
03814f72,52300888,49756007.0,42.21937001,-72.63005583,1093,0
7cdcf0e1,52061633,49756270.0,42.21945055,-72.63133564,1498,951
4755a39d,20376047,34356345.0,42.2203821,-72.6264565,0,0
60287085,11672004,34356200.0,42.2197348,-72.62982093,1466,1938
29b83836,57528833,49768679.0,42.21947545,-72.6301467,1093,0
8a5a5998,31801986,49767662.0,42.20815279,-72.61210916,1404,1057
786f2a64,31801987,56354802.0,42.20820068,-72.61206174,1404,1057
3ee5efdf,20377655,46263996.0,42.20810489,-72.61215658,1404,1057
2d9faabc,20377634,,42.208057,-72.612204,1404,1057
1ffa6b8b,20377026,,42.208647,-72.61271111,1434,1392
4d0e32f0,20377025,,42.208596,-72.61276033,1434,1392
9e4b7f38,20377027,92338095.0,42.208596,-72.61276033,0,0
fd281fad,5827447,49747594.0,42.208545,-72.61280956,1333,3066
f7ed44ed,5827411,40488213.0,42.208545,-72.61280956,0,0
5ca9b907,5827483,,42.208545,-72.61280956,0,0
921b23ea,31800995,92337699.0,42.20818635,-72.61253424,1391,1515
1519b079,31800982,90975003.0,42.20818635,-72.61253424,0,0
1786e7a9,55969073,,42.20820612,-72.61257041,1391,1515
a6bbd32b,83771669,40488269.0,42.17367625,-72.63960447,0,0
f7de6760,83771929,41120045.0,42.17367625,-72.63960447,0,0
90fe4ad5,52173882,46300839.0,42.17367625,-72.63960447,0,0
f94838a5,52173869,,42.17367625,-72.63960447,0,0
4f320fe4,52173904,,42.17367625,-72.63960447,0,0
c8710a14,52173887,92351727.0,42.17367625,-72.63960447,0,0
53da7f5c,52173868,40474187.0,42.17367625,-72.63960447,0,0
849b02a6,30346695,49755582.0,42.21049564,-72.6205705,1411,2978
f83e6a2e,30697115,49767757.0,42.21051343,-72.62056933,1411,2978
d4784915,30696734,49767744.0,42.21051343,-72.62056933,0,0
a197d6a2,57580277,33400500.0,42.21051343,-72.62056933,0,0
f4f55107,30350089,,42.2122872,-72.62058164,1384,2942
13633303,57253309,54356374.0,42.21049564,-72.6205705,0,0
